idx	target_name	accession	query_name	accession_c	clan_name	mdl	mdl_from	mdl_to	seq_from	seq_to	strand	trunc	pass	gc	bias	score	e-value	inc	olp	anyidx	afrct1	afrct2	winidx	wfrct1	wfrct2	description_target
2	LSU_rRNA_archaea	RF02540	7180000115614	-	-	cm	1	459	248	645	+	3'	3	0.46	0	125.9	3.10E-37	!	=	1	0.799	1	""""	""""	""""	Archaeal large subunit ribosomal RNA
3	LSU_rRNA_bacteria	RF02541	7180000115614	-	-	cm	1	466	272	645	+	3'	3	0.47	0	91.2	6.00E-28	!	=	1	0.85	1	""""	""""	""""	Bacterial large subunit ribosomal RNA
4	5_8S_rRNA	RF00002	7180000115614	-	-	cm	66	154	1	89	+	5'	2	0.49	0	84.8	2.00E-21	!	*	-	-	-	-	-	-	5.8S ribosomal RNA
1	snoR35	RF01281	7180000112068	-	-	cm	1	81	7592	7512	-	no	1	0.47	0	93.3	2.90E-18	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR35
1	mir-166	RF00075	7180000117889	-	-	cm	1	126	275045	275145	+	no	1	0.41	0	89.1	4.90E-20	!	*	-	-	-	-	-	-	mir-166 microRNA precursor
2	MIR167_1	RF00640	7180000117889	-	-	cm	1	130	27245	27389	+	no	1	0.48	0	70	7.10E-14	!	*	-	-	-	-	-	-	microRNA MIR167_1
3	mir-166	RF00075	7180000117889	-	-	cm	1	126	275145	275045	-	no	1	0.41	0	57.2	1.60E-10	!	*	-	-	-	-	-	-	mir-166 microRNA precursor
4	MIR167_1	RF00640	7180000117889	-	-	cm	1	130	31248	31349	+	no	1	0.43	0	55.6	1.20E-09	!	*	-	-	-	-	-	-	microRNA MIR167_1
5	MIR167_1	RF00640	7180000117889	-	-	cm	1	130	27390	27246	-	no	1	0.48	0	45.6	1.10E-06	!	*	-	-	-	-	-	-	microRNA MIR167_1
6	MIR167_1	RF00640	7180000117889	-	-	cm	1	130	31350	31249	-	no	1	0.42	0	41.1	2.30E-05	!	*	-	-	-	-	-	-	microRNA MIR167_1
1	snoR83	RF01227	7180000115879	-	-	cm	1	129	4692	4567	-	no	1	0.35	0	73	5.60E-13	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
2	mir-3622	RF03703	7180000115879	-	-	cm	1	84	3737	3614	-	no	1	0.7	0.7	43	1.20E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
3	mir-3622	RF03703	7180000115879	-	-	cm	1	84	5246	5176	-	no	1	0.7	0	42.9	1.20E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
4	mir-341	RF03771	7180000115879	-	-	cm	1	96	3073	3163	+	no	1	0.7	0.1	36.5	2.30E-05	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
5	mir-3622	RF03703	7180000115879	-	-	cm	1	84	5140	5070	-	no	1	0.69	0	41	3.50E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
6	mir-3622	RF03703	7180000115879	-	-	cm	1	84	5176	5246	+	no	1	0.7	0	40.2	5.50E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
7	mir-3622	RF03703	7180000115879	-	-	cm	1	84	3843	3773	-	no	1	0.72	0	38.1	0.00019	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
8	mir-3622	RF03703	7180000115879	-	-	cm	1	84	5070	5140	+	no	1	0.69	0	36.2	0.00055	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
9	mir-341	RF03771	7180000115879	-	-	cm	1	96	5218	5308	+	no	1	0.67	0	31.1	0.00082	!	=	6	0.319	0.408	""""	""""	""""	mir-341 microRNA precursor family
10	mir-3622	RF03703	7180000115879	-	-	cm	1	84	4108	4038	-	no	1	0.7	0	34.2	0.0017	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
11	mir-341	RF03771	7180000115879	-	-	cm	1	96	3179	3269	+	no	1	0.68	0	29.1	0.0031	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
12	MIR169	RF03311	7180000115879	-	-	cm	1	111	5254	5383	+	no	1	0.65	0	30.7	0.004	!	=	9	0.423	0.604	-	-	-	MIR169 microRNA precursor family
1	snoR64a	RF01163	7180000110774	-	-	hmm	16	62	16771	16809	+	-	6	0.28	0.2	23.3	0.005	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR64a
1	mir-458	RF00750	7180000108038	-	-	cm	1	78	18503	18433	-	no	1	0.34	0	35.5	0.0008	!	*	-	-	-	-	-	-	microRNA mir-458
1	CrcZ	RF01675	7180000119091	-	-	cm	1	398	16197	16095	-	no	1	0.36	1.5	28.6	0.0022	!	*	-	-	-	-	-	-	Pseudomonas sRNA CrcZ
1	MIR1122	RF00906	7180000118126	-	-	cm	1	135	12008	11881	-	no	1	0.23	11.5	42.7	1.50E-05	!	^	-	-	-	-	-	-	microRNA MIR1122
2	MIR1122	RF00906	7180000118126	-	-	cm	1	135	11881	12008	+	no	1	0.23	11.5	40.8	5.00E-05	!	^	-	-	-	-	-	-	microRNA MIR1122
3	MIR6149	RF03905	7180000118126	-	-	cm	1	99	11896	11995	+	no	1	0.23	6.3	37.3	0.00033	!	=	2	1	0.781	""""	""""	""""	MIR6149 microRNA precursor family
4	MIR6149	RF03905	7180000118126	-	-	cm	1	99	11969	11878	-	no	1	0.24	3.3	33.5	0.0035	!	=	1	0.967	0.695	""""	""""	""""	MIR6149 microRNA precursor family
1	U6atac	RF00619	7180000118623	-	-	cm	1	126	224569	224440	-	no	1	0.52	0	93	1.30E-20	!	*	-	-	-	-	-	-	U6atac minor spliceosomal RNA
2	MIR169_2	RF00645	7180000118623	-	-	cm	1	134	367730	368021	+	no	1	0.29	22.2	61.8	4.00E-14	!	*	-	-	-	-	-	-	microRNA MIR169_2
1	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	2132	2014	-	no	1	0.55	0	129.6	4.90E-29	!	*	-	-	-	-	-	-	-
2	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	603	485	-	no	1	0.54	0	128.4	9.70E-29	!	*	-	-	-	-	-	-	-
3	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	1210	1092	-	no	1	0.54	0	128.4	9.70E-29	!	*	-	-	-	-	-	-	-
4	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	290	172	-	no	1	0.53	0	125.4	5.80E-28	!	*	-	-	-	-	-	-	-
5	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	2439	2321	-	no	1	0.53	0	124.1	1.30E-27	!	*	-	-	-	-	-	-	-
6	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	1521	1403	-	no	1	0.52	0	122.1	4.10E-27	!	*	-	-	-	-	-	-	-
7	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	3028	2910	-	no	1	0.52	0	122.1	4.10E-27	!	*	-	-	-	-	-	-	-
8	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	1824	1706	-	no	1	0.5	0	110.4	4.30E-24	!	*	-	-	-	-	-	-	-
9	5S_rRNA	RF00001	7180000113739	-	-	cm	27	119	3305	3213	-	5'	2	0.48	0	73.2	1.80E-14	!	*	-	-	-	-	-	-	-
10	5S_rRNA	RF00001	7180000113739	-	-	cm	1	119	2724	2614	-	no	1	0.5	0	33.6	0.0003	!	*	-	-	-	-	-	-	-
1	mir-944	RF01024	7180000118865	-	-	cm	1	88	62471	62369	-	no	1	0.28	0.5	54	3.50E-07	!	^	-	-	-	-	-	-	microRNA mir-944
2	mir-2059	RF03765	7180000118865	-	-	cm	1	68	62457	62383	-	no	1	0.25	0.3	36.8	0.0026	!	=	1	1	0.728	""""	""""	""""	mir-2059 microRNA precursor family
3	mir-290	RF00665	7180000118865	-	-	cm	1	82	62381	62459	+	no	1	0.27	0.2	35.2	0.0029	!	^	-	-	-	-	-	-	microRNA mir-290
1	mir-214	RF00660	7180000107268	-	-	cm	1	110	6015	6127	+	no	1	0.37	0	46	4.80E-07	!	^	-	-	-	-	-	-	microRNA mir-214
2	mir-574	RF00929	7180000107268	-	-	cm	1	77	6125	6026	-	no	1	0.38	0	54.9	1.10E-06	!	^	-	-	-	-	-	-	microRNA mir-574
3	mir-574	RF00929	7180000107268	-	-	cm	1	77	6028	6123	+	no	1	0.38	0	54.4	1.40E-06	!	=	1	1	0.85	""""	""""	""""	microRNA mir-574
4	mir-214	RF00660	7180000107268	-	-	cm	1	110	6139	6020	-	no	1	0.35	0	43.4	2.40E-06	!	=	2	0.833	1	""""	""""	""""	microRNA mir-214
5	MIR9560	RF03224	7180000107268	-	-	cm	1	96	6118	6032	-	no	1	0.37	0	44.9	2.40E-06	!	=	2	1	0.87	""""	""""	""""	MIR9560 microRNA precursor family
6	mir-558	RF01021	7180000107268	-	-	cm	1	94	6021	6124	+	no	1	0.38	0	43.2	3.20E-06	!	=	1	1	0.92	""""	""""	""""	microRNA mir-558
7	snoR71	RF00097	7180000107268	-	-	cm	1	107	13060	12954	-	no	1	0.5	0	43.3	6.00E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
8	sno_ZL1	RF02723	7180000107268	-	-	cm	1	196	6146	6005	-	no	1	0.35	0	37	6.60E-06	!	=	2	0.704	1	""""	""""	""""	Small nucleolar RNA ZL1
9	mir-558	RF01021	7180000107268	-	-	cm	1	94	6126	6031	-	no	1	0.39	0	40.1	2.20E-05	!	=	2	0.99	0.95	""""	""""	""""	microRNA mir-558
10	mir-4536	RF03747	7180000107268	-	-	cm	1	88	6031	6120	+	no	1	0.38	0	41.5	9.80E-05	!	=	1	1	0.796	""""	""""	""""	mir-4536 microRNA precursor family
11	mir-4536	RF03747	7180000107268	-	-	cm	1	88	6120	6031	-	no	1	0.38	0	41.2	0.00012	!	=	2	1	0.9	""""	""""	""""	mir-4536 microRNA precursor family
12	mir-672	RF00911	7180000107268	-	-	cm	1	100	6141	6020	-	no	1	0.34	0	36	0.00044	!	=	2	0.82	1	""""	""""	""""	microRNA mir-672
13	mir-3479	RF03512	7180000107268	-	-	cm	1	74	6117	6034	-	no	1	0.36	0	33	0.0023	!	=	2	1	0.84	""""	""""	""""	mir-3479 microRNA precursor family
14	mir-4510	RF03204	7180000107268	-	-	cm	1	72	6023	6128	+	no	1	0.4	0	29.2	0.0064	!	=	1	0.991	0.929	""""	""""	""""	mir-4510 microRNA precursor family
1	tRNA	RF00005	7180000113078	-	-	cm	1	71	56458	56389	-	no	1	0.57	0	38.9	7.80E-05	!	*	-	-	-	-	-	-	tRNA
1	mir-276	RF00637	7180000108485	-	-	cm	1	94	176047	176142	+	no	1	0.36	0	44.5	2.30E-07	!	^	-	-	-	-	-	-	microRNA mir-276
2	mir-276	RF00637	7180000108485	-	-	cm	1	94	176138	176043	-	no	1	0.36	0	38.3	2.00E-05	!	^	-	-	-	-	-	-	microRNA mir-276
3	mir-4536	RF03747	7180000108485	-	-	cm	1	88	176138	176047	-	no	1	0.36	0	46.1	6.00E-05	!	=	2	1	0.958	""""	""""	""""	mir-4536 microRNA precursor family
4	mir-4536	RF03747	7180000108485	-	-	cm	1	88	176047	176138	+	no	1	0.36	0	42.4	0.0005	!	=	1	1	0.958	""""	""""	""""	mir-4536 microRNA precursor family
1	snoR83	RF01227	7180000111870	-	-	cm	1	129	4339	4214	-	no	1	0.34	0	75.1	1.80E-13	!	^	-	-	-	-	-	-	Small nucleolar RNA snoR83
2	mir-3622	RF03703	7180000111870	-	-	cm	1	84	5424	5354	-	no	1	0.7	0	42.9	1.20E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
3	mir-3622	RF03703	7180000111870	-	-	cm	1	84	4787	4717	-	no	1	0.7	0	42.9	1.20E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
4	MIR7724	RF03666	7180000111870	-	-	cm	1	169	4895	4767	-	no	1	0.71	1.2	38.7	1.50E-05	!	=	3	0.163	0.296	""""	""""	""""	MIR7724 microRNA precursor family
5	mir-3622	RF03703	7180000111870	-	-	cm	1	84	4893	4823	-	no	1	0.72	0	42.4	1.60E-05	!	=	4	1	0.55	-	-	-	mir-3622 microRNA precursor family
6	mir-3622	RF03703	7180000111870	-	-	cm	1	84	4999	4929	-	no	1	0.69	0	39.7	7.50E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
7	MIR7724	RF03666	7180000111870	-	-	cm	1	169	4709	4583	-	no	1	0.7	0.7	34.6	0.00017	!	^	-	-	-	-	-	-	MIR7724 microRNA precursor family
8	mir-3622	RF03703	7180000111870	-	-	cm	1	84	4929	4999	+	no	1	0.69	0	38	0.00019	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
9	mir-341	RF03771	7180000111870	-	-	cm	1	96	3262	3349	+	no	1	0.72	0.1	32.1	0.00043	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
10	mir-3622	RF03703	7180000111870	-	-	cm	1	84	3393	3323	-	no	1	0.68	0	34.4	0.0015	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
11	MIR169	RF03311	7180000111870	-	-	cm	1	111	2980	3109	+	no	1	0.65	0	30.4	0.0047	!	^	-	-	-	-	-	-	MIR169 microRNA precursor family
12	mir-281	RF00967	7180000111870	-	-	cm	1	86	4615	4539	-	no	1	0.62	0	29.2	0.0084	!	=	7	0.429	0.26	""""	""""	""""	mir-281 microRNA precursor family
1	MIR7993	RF03601	7180000106517	-	-	cm	1	138	218071	217936	-	no	1	0.39	0	86	5.50E-15	!	^	-	-	-	-	-	-	MIR7993 microRNA precursor family
2	MIR7993	RF03601	7180000106517	-	-	cm	1	138	217938	218073	+	no	1	0.39	0	85.1	9.00E-15	!	^	-	-	-	-	-	-	MIR7993 microRNA precursor family
3	MIR2950	RF03335	7180000106517	-	-	cm	1	108	217951	218058	+	no	1	0.4	0	68.6	1.10E-12	!	=	2	1	0.794	""""	""""	""""	MIR2950 microRNA precursor family
4	MIR2950	RF03335	7180000106517	-	-	cm	1	108	218058	217951	-	no	1	0.4	0	67.1	3.00E-12	!	=	1	1	0.794	""""	""""	""""	MIR2950 microRNA precursor family
1	snoR71	RF00097	7180000119680	-	-	cm	1	107	43934	44040	+	no	1	0.47	0	48	7.60E-07	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	isrG	RF01390	7180000110901	-	-	cm	126	208	20636	20554	-	no	1	0.48	0.3	32.3	4.60E-05	!	^	-	-	-	-	-	-	isrG Hfq binding RNA
1	MIR1444	RF00956	7180000110467	-	-	cm	1	85	10104	10206	+	no	1	0.36	0	50.2	4.10E-07	!	^	-	-	-	-	-	-	microRNA MIR1444
2	MIR1122	RF00906	7180000110467	-	-	cm	1	135	93177	93322	+	no	1	0.24	14	48.1	2.40E-06	!	^	-	-	-	-	-	-	microRNA MIR1122
3	MIR1122	RF00906	7180000110467	-	-	cm	1	135	50176	50313	+	no	1	0.22	17.8	46.9	4.60E-06	!	^	-	-	-	-	-	-	microRNA MIR1122
4	mir-238	RF03519	7180000110467	-	-	cm	1	85	93211	93288	+	no	1	0.24	0.8	45	9.10E-06	!	=	2	1	0.534	""""	""""	""""	mir-238 microRNA precursor family
5	mir-238	RF03519	7180000110467	-	-	cm	1	85	50206	50283	+	no	1	0.23	1.7	44.5	1.20E-05	!	=	3	1	0.565	""""	""""	""""	mir-238 microRNA precursor family
6	MIR1122	RF00906	7180000110467	-	-	cm	1	135	93300	93199	-	no	1	0.23	7.5	40.1	0.00026	!	^	-	-	-	-	-	-	microRNA MIR1122
7	MIR6149	RF03905	7180000110467	-	-	cm	1	99	93292	93205	-	no	1	0.26	0.6	38.9	0.00044	!	=	6	1	0.863	""""	""""	""""	MIR6149 microRNA precursor family
8	mir-4536	RF03747	7180000110467	-	-	cm	1	88	50279	50210	-	no	1	0.26	0.1	40.2	0.00092	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
9	MIR1122	RF00906	7180000110467	-	-	cm	1	135	50292	50197	-	no	1	0.23	5.5	37.8	0.001	!	=	8	0.729	1	""""	""""	""""	microRNA MIR1122
10	mir-4536	RF03747	7180000110467	-	-	cm	1	88	93284	93215	-	no	1	0.27	0	39.1	0.0018	!	=	6	1	0.686	""""	""""	""""	mir-4536 microRNA precursor family
11	MIR6149	RF03905	7180000110467	-	-	cm	1	99	93580	93673	+	no	1	0.23	4.8	36.4	0.0021	!	^	-	-	-	-	-	-	MIR6149 microRNA precursor family
12	mir-156	RF00073	7180000110467	-	-	cm	1	88	10123	10187	+	no	1	0.35	0	35.4	0.0021	!	=	1	1	0.631	""""	""""	""""	mir-156 microRNA precursor
13	mir-4536	RF03747	7180000110467	-	-	cm	1	88	93591	93660	+	no	1	0.23	1	38.7	0.0022	!	=	11	1	0.745	""""	""""	""""	mir-4536 microRNA precursor family
14	mir-280	RF00801	7180000110467	-	-	cm	1	95	93162	93255	+	no	1	0.21	7.8	33.1	0.0024	!	=	2	0.84	0.541	""""	""""	""""	microRNA mir-280
15	mir-4536	RF03747	7180000110467	-	-	cm	1	88	50655	50586	-	no	1	0.23	1	38	0.0034	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
1	mir-3533	RF03561	7180000119107	-	-	cm	1	84	80237	80320	+	no	1	0.4	0	35.6	0.0025	!	*	-	-	-	-	-	-	mir-3533 microRNA precursor family
1	snoR118	RF01424	7180000108403	-	-	hmm	2	91	284546	284616	+	-	6	0.42	0	64.5	1.10E-14	!	*	-	-	-	-	-	-	small nucleolar RNA snoR118
2	snoR66	RF00202	7180000108403	-	-	cm	1	76	284315	284392	+	no	1	0.35	0	75.7	7.20E-14	!	*	-	-	-	-	-	-	Small nucleolar RNA R66
3	tRNA	RF00005	7180000108403	-	-	cm	1	71	104977	105049	+	no	1	0.59	0	62.9	9.30E-11	!	*	-	-	-	-	-	-	tRNA
1	MIR1444	RF00956	7180000111331	-	-	cm	1	85	16077	16150	+	no	1	0.23	1.3	37.4	0.00085	!	^	-	-	-	-	-	-	microRNA MIR1444
1	snoR71	RF00097	7180000108318	-	-	cm	1	107	6261	6366	+	no	1	0.4	0	49.1	2.70E-07	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	tRNA	RF00005	7180000107234	-	-	cm	1	71	69575	69502	-	no	1	0.58	0	66.8	2.70E-12	!	^	-	-	-	-	-	-	tRNA
2	MIR4227	RF03798	7180000107234	-	-	cm	1	122	132318	132438	+	no	1	0.24	9.6	49.8	4.10E-07	!	^	-	-	-	-	-	-	MIR4227 microRNA precursor family
3	MIR169_2	RF00645	7180000107234	-	-	cm	1	134	132328	132426	+	no	1	0.24	4.7	28.6	0.0034	!	=	2	1	0.818	""""	""""	""""	microRNA MIR169_2
1	LSU_rRNA_eukarya	RF02543	7180000115727	-	-	cm	1	3401	72863	69468	-	no	1	0.58	72.1	3213.1	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
2	LSU_rRNA_eukarya	RF02543	7180000115727	-	-	cm	1	3401	59530	56135	-	no	1	0.58	73.1	3197.8	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
3	LSU_rRNA_eukarya	RF02543	7180000115727	-	-	cm	1	3401	13094	9701	-	no	1	0.58	75.7	3052.4	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
4	LSU_rRNA_eukarya	RF02543	7180000115727	-	-	cm	1	3401	32529	29145	-	no	1	0.58	70.6	3033.3	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
5	LSU_rRNA_eukarya	RF02543	7180000115727	-	-	cm	1	3401	86095	82725	-	no	1	0.57	52.3	3029.4	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
6	LSU_rRNA_eukarya	RF02543	7180000115727	-	-	cm	1	3401	46345	43010	-	no	1	0.56	42.1	2968.2	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
7	SSU_rRNA_eukarya	RF01960	7180000115727	-	-	cm	1	1851	75311	73503	-	no	1	0.5	0	1781.3	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
8	SSU_rRNA_eukarya	RF01960	7180000115727	-	-	cm	1	1851	15543	13735	-	no	1	0.5	0	1778.6	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
9	SSU_rRNA_eukarya	RF01960	7180000115727	-	-	cm	1	1851	88551	86736	-	no	1	0.51	0	1763.2	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
10	SSU_rRNA_eukarya	RF01960	7180000115727	-	-	cm	1	1851	34977	33169	-	no	1	0.5	0	1756.4	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
11	SSU_rRNA_eukarya	RF01960	7180000115727	-	-	cm	1	1851	21784	19976	-	no	1	0.5	0	1738.6	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
12	SSU_rRNA_eukarya	RF01960	7180000115727	-	-	cm	1	1851	62104	60169	-	no	1	0.5	0	1714.7	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
13	SSU_rRNA_eukarya	RF01960	7180000115727	-	-	cm	1	1851	2570	763	-	no	1	0.5	0	1565	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
14	SSU_rRNA_eukarya	RF01960	7180000115727	-	-	cm	1	1851	48746	46986	-	no	1	0.51	0	1483.5	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
15	LSU_rRNA_archaea	RF02540	7180000115727	-	-	cm	1	2990	72939	69684	-	no	1	0.58	69	1385.8	0	!	=	1	0.977	0.936	""""	""""	""""	Archaeal large subunit ribosomal RNA
16	LSU_rRNA_archaea	RF02540	7180000115727	-	-	cm	1	2990	59606	56351	-	no	1	0.58	69.9	1376.3	0	!	=	2	0.977	0.936	""""	""""	""""	Archaeal large subunit ribosomal RNA
17	LSU_rRNA_archaea	RF02540	7180000115727	-	-	cm	1	2990	86171	82941	-	no	1	0.57	49.2	1350	0	!	=	5	0.976	0.936	""""	""""	""""	Archaeal large subunit ribosomal RNA
18	LSU_rRNA_archaea	RF02540	7180000115727	-	-	cm	1	2990	13170	9917	-	no	1	0.58	72.2	1313.8	0	!	=	3	0.977	0.936	""""	""""	""""	Archaeal large subunit ribosomal RNA
19	LSU_rRNA_archaea	RF02540	7180000115727	-	-	cm	1	2990	46421	43226	-	no	1	0.56	37.9	1304.6	0	!	=	6	0.976	0.935	""""	""""	""""	Archaeal large subunit ribosomal RNA
20	LSU_rRNA_archaea	RF02540	7180000115727	-	-	cm	1	2990	32673	29319	-	no	1	0.58	71.7	1301.1	0	!	=	4	0.957	0.949	""""	""""	""""	Archaeal large subunit ribosomal RNA
21	LSU_rRNA_bacteria	RF02541	7180000115727	-	-	cm	1	2925	73264	69637	-	no	1	0.58	82	1175	0	!	=	1	0.889	0.95	""""	""""	""""	Bacterial large subunit ribosomal RNA
22	LSU_rRNA_bacteria	RF02541	7180000115727	-	-	cm	1	2925	59930	56304	-	no	1	0.58	83	1163.5	0	!	=	2	0.89	0.95	""""	""""	""""	Bacterial large subunit ribosomal RNA
23	LSU_rRNA_bacteria	RF02541	7180000115727	-	-	cm	1	2925	86497	82894	-	no	1	0.57	61.9	1134.3	0	!	=	5	0.888	0.95	""""	""""	""""	Bacterial large subunit ribosomal RNA
24	LSU_rRNA_bacteria	RF02541	7180000115727	-	-	cm	1	2925	13496	9870	-	no	1	0.58	85.3	1112.6	0	!	=	3	0.889	0.95	""""	""""	""""	Bacterial large subunit ribosomal RNA
25	LSU_rRNA_bacteria	RF02541	7180000115727	-	-	cm	1	2925	32930	29314	-	no	1	0.58	81	1099.3	0	!	=	4	0.889	0.95	""""	""""	""""	Bacterial large subunit ribosomal RNA
26	LSU_rRNA_bacteria	RF02541	7180000115727	-	-	cm	1	2925	46747	43179	-	no	1	0.56	49.3	1090.8	0	!	=	6	0.887	0.949	""""	""""	""""	Bacterial large subunit ribosomal RNA
27	SSU_rRNA_microsporidia	RF02542	7180000115727	-	-	cm	1	1312	75311	73503	-	no	1	0.5	0	868	1.00E-262	!	=	7	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
28	SSU_rRNA_microsporidia	RF02542	7180000115727	-	-	cm	1	1312	15543	13735	-	no	1	0.5	0	865.7	5.00E-262	!	=	8	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
29	SSU_rRNA_microsporidia	RF02542	7180000115727	-	-	cm	1	1312	88551	86736	-	no	1	0.51	0	854.4	1.50E-258	!	=	9	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
30	SSU_rRNA_microsporidia	RF02542	7180000115727	-	-	cm	1	1312	34977	33169	-	no	1	0.5	0	850.8	2.10E-257	!	=	10	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
31	SSU_rRNA_microsporidia	RF02542	7180000115727	-	-	cm	1	1312	62104	60169	-	no	1	0.5	0	842	1.00E-254	!	=	12	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
32	SSU_rRNA_microsporidia	RF02542	7180000115727	-	-	cm	1	1312	21784	19976	-	no	1	0.5	0	832.5	8.50E-252	!	=	11	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
33	SSU_rRNA_microsporidia	RF02542	7180000115727	-	-	cm	1	1312	2570	763	-	no	1	0.5	0	746.2	3.50E-225	!	=	13	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
34	SSU_rRNA_microsporidia	RF02542	7180000115727	-	-	cm	1	1312	48746	46986	-	no	1	0.51	0	691.8	2.10E-208	!	=	14	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
35	LSU_rRNA_eukarya	RF02543	7180000115727	-	-	cm	2488	3401	95743	95067	-	5'	2	0.49	0	767.2	8.90E-193	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
36	SSU_rRNA_archaea	RF01959	7180000115727	-	-	cm	1	1477	75311	73500	-	no	1	0.5	0	645.1	5.00E-188	!	=	7	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
37	SSU_rRNA_archaea	RF01959	7180000115727	-	-	cm	1	1477	15543	13732	-	no	1	0.5	0	640.5	1.20E-186	!	=	8	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
38	SSU_rRNA_archaea	RF01959	7180000115727	-	-	cm	1	1477	62104	60166	-	no	1	0.5	0	620.3	1.20E-180	!	=	12	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
39	SSU_rRNA_archaea	RF01959	7180000115727	-	-	cm	1	1477	34977	33166	-	no	1	0.5	0	618.7	3.90E-180	!	=	10	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
40	SSU_rRNA_archaea	RF01959	7180000115727	-	-	cm	1	1477	88551	86733	-	no	1	0.51	0	618.1	5.80E-180	!	=	9	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
41	SSU_rRNA_archaea	RF01959	7180000115727	-	-	cm	1	1477	21784	19973	-	no	1	0.5	0	613.3	1.60E-178	!	=	11	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
42	SSU_rRNA_bacteria	RF00177	7180000115727	-	-	cm	1	1533	75316	73498	-	no	1	0.5	0	537.7	3.80E-169	!	=	7	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
43	SSU_rRNA_bacteria	RF00177	7180000115727	-	-	cm	1	1533	15548	13730	-	no	1	0.5	0	534.6	3.80E-168	!	=	8	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
44	SSU_rRNA_bacteria	RF00177	7180000115727	-	-	cm	1	1533	34982	33164	-	no	1	0.5	0	524.1	9.60E-165	!	=	10	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
